name,status
gdgt,operating
LocalSphere inc,closed
Track,closed
Stepsss,operating
Lodgeo,operating
Purely Fashion,operating
7-bites,operating
SYLLETA,operating
DogSpot,operating
Aventeon,operating
Second Time Around,closed
Quill,operating
dfusion,operating
AdMobilize,operating
Faira,operating
CannyKart.com,operating
Woven Systems,operating
"ROKA Sports, Inc.",operating
Convercent,operating
Everdream,operating
Exabeam,operating
Hansa Customer,operating
Enclothed,closed
Kizoom,operating
Magneceutical Health,operating
PIVOTtheWorld,closed
SportyDate,closed
HyperQuest,operating
Growth Creators,operating
deepsense.io,operating
Just Eat,operating
Quantum Technology Group,operating
Scrollback,operating
jellyfish,operating
Digital Ally,operating
Jobulous,operating
Money-Wizards,operating
Danlan,closed
Kaggle,operating
Bridgecrest Medical,operating
Zhongyou Group,operating
Silicon Alley Media,operating
Lehigh Technologies,closed
Elobina,operating
DOMAIN Therapeutics,operating
DAD Technology Limited,operating
AZZURRO Semiconductors,operating
mustache.pl,operating
Kokam,operating
VRL Logistics,operating
Visual Supply Co (VSCO),operating
Simulation Sciences,operating
ERUCES,operating
Venomtech Limited,operating
Helloworld,operating
Good Travel Software,operating
Fit3D,operating
Classic Fine foods,operating
weave energy,operating
Renal Treatment Centers,operating
excentos,operating
StrategyEye,closed
WeDemand,operating
Professores de Plantão,closed
VideoXperts,closed
Patience,operating
RallyCause,operating
Trends Brands,operating
N-1-1,closed
Airviz,operating
ClariFI,operating
Vicus Therapeutics,operating
Discoveroom P.C.,operating
Pasta Chips,closed
Grupa Lew,closed
Theravance,operating
Crown Bioscience,operating
TopSchool,operating
Distorted Utopia,operating
Roomixer,operating
Squall,operating
FotoIN Mobile Corporation,operating
Local Media,operating
Barnraiser,operating
Vested Finance,operating
Dizkon,closed
Lumend,operating
Concordia Healthcare,closed
New Mexico Algae Production,operating
Earthineer,operating
Recurly,operating
SpinVox,operating
Elevaate,operating
ThermoEnergy,operating
Cocodrilo Dog,operating
Sjapper,closed
Greenhouse,operating
LogicNets,operating
AtlanteTrek,operating
23andMe,operating
Victorious Medical Systems,operating
140Fire,operating
HealthClinicPlus,closed
Amelox Incorporated,operating
Dragonpay,operating
Headout,operating
Routeware,operating
GoCoin,operating
Shoozy,operating
Orion Biopharmaceuticals,operating
Novomer,operating
Ricksoft Inc.,operating
eZ Systems,operating
Senseware,operating
Goonies,operating
WISErg,operating
Domainindex.com,operating
NeuroSigma,operating
ERLink,operating
gAuto,operating
Dabble,operating
ExecOnline,closed
RDV Systems,operating
Tropos Networks,operating
iCare Intelligence,operating
St. Louis Spine Center,operating
Ladies Who Launch,closed
Stryking Entertainment,operating
VPNgeist,operating
HeatMatrix,operating
Intensity Analytics Corporation,operating
SyCara Local,operating
cooked4U.com,operating
Spinlight Studio,operating
Birks & Mayors,operating
Press4Kids,closed
Kingdom Enterprise Systems,operating
GreenBiz Group,operating
bookletmobile,closed
Safe H2O Inc.,closed
Maxwell Technologies,operating
appweevr,closed
Noble Life Sciences,closed
Qorus Software,operating
Reputeka,operating
Geofusion,operating
Awaaz De,closed
Swapsee,closed
Interwise,operating
Alluring Logic,operating
Inveshare,operating
Runfaces,operating
WaitKnowMore,operating
"TransitScreen, Inc",operating
SunCoast Renewable Energy,operating
HS Pharmaceuticals,closed
KCMX Capital,operating
HubHuman,operating
Utrecht Manufacturing Corporation,operating
Savored,operating
Indoora,operating
ClickDelivery,operating
Logi-Serve,operating
KokoChi,operating
WemoLab,operating
Betaout,operating
TASS,closed
OdinOtvet,operating
VideoCare,closed
Capton,operating
Options Media Group Holdings,operating
Safety Changer,closed
Weebly,operating
BI2 Technologies,operating
Altierre,operating
NextNine - Industrial Strength Cyber Security,operating
Ma-Maria,closed
LiveQoS,operating
Crowdnetic,closed
Spotbros,operating
Circle 1 Network,operating
InTime Software,operating
MINGDAO.COM,operating
Dopios,operating
Lukkin,operating
Swoodoo,operating
Maison Academia,operating
Planet Prestige,operating
CatalystPharma,operating
Airrosti Rehab Centers,operating
Snowflake Youth Foundation,operating
Sierra Lifestyle,operating
Nanotronics Imaging,operating
The Activity Exchange (AchieveMint),operating
Avenir Medical,operating
InnoPath Software,operating
Carving Notions Technologies,operating
New Eagle Products,operating
HealthCare Partners,operating
Lectus Therapeutics,operating
Conatus Pharmaceuticals,operating
American Addiction Centers,operating
Q-Cells,operating
E-Drive Autos,operating
PayEase,operating
Shanghai Guanyi Software Science and Technology,closed
Bartesian,operating
Kingsoft Cloud,operating
MoEngage,operating
College Wingman,operating
Radius App,operating
CCBR-SYNARC,closed
WorkCompass,operating
Hachimenroppi,operating
Thought Network S.A.S,operating
Hailo,operating
Nexant,operating
clearmatics,operating
Frankis Solutions Limited,operating
"MachineShop, Inc",operating
FrameBuzz,operating
PathoQuest,operating
Mobius Therapeutics,operating
Finjan Holdings,operating
Dextro,operating
Exeo Entertainment,closed
Little1,closed
Falcon Social,operating
Dashboard Systems,closed
Cellwitch,operating
Baynetwork,operating
Aerob,operating
Ripple Technologies,operating
ishBowl,operating
codebender,operating
Moblico,operating
"Sphere (Spherical, Inc.)",operating
Fourdeg,closed
Enhanced Surface Dynamics,operating
M Lite Solution,operating
Datapipe,operating
InsightETE,operating
Knomo,operating
Trendient,operating
Healios K.K,operating
Master Route,operating
Clew,operating
BudgetSimple,operating
Work Market,operating
MyRugbyCV.Com,closed
Wizzgo,operating
Credit Benchmark,operating
unrival,operating
DeluxeBox,operating
Modiv Media,operating
GoHealth,operating
Energy and Power Solutions,operating
"Mind Pirate, Inc.",operating
Accio Energy,operating
"Project Fly, Inc.",operating
Shinesty,closed
Entrec,operating
NewBridge Pharmaceuticals,operating
MOG,operating
CollegeBrain,operating
Amadix,operating
Engineering Solutions & Products,operating
Ultreya Logistics,operating
Uni-Control,closed
Endeca,operating
The Electrospinning Company,operating
1000 Markets,closed
MeMed,operating
iRule,operating
Invoca,operating
Virgent Realty,operating
snapp.me,operating
Viralize,operating
BioSET,operating
InstallMonetizer,operating
Addiction Campuses of America,operating
Luqit,operating
Motion Engine,closed
Saluspot,operating
sarvaMAIL,operating
Lahore University of Management Sciences,operating
reBounces,operating
Loud Panda Interactive,operating
Social Media Networks,operating
Celtic Therapeutics Holdings,operating
Findersfee,operating
8fit - Fitness for the rest of us,operating
Filo,operating
Cogency Software,closed
Mohiomap,operating
Zoomaal,operating
ADVANCE DISPLAY TECHNOLOGIES,operating
Medstro,operating
FanXT,operating
Patent Safari,closed
Arago,operating
Mavrck,operating
Woppa,operating
Trip.Center,closed
Terra Pave International,operating
Reedsy,operating
Convoe,operating
StatusPage,operating
mSpot,operating
Fashion Metric,closed
Anchor Semiconductor,operating
Project Airplane,operating
Genotype Diagnostics,operating
Kinopto,operating
Cyzone,operating
Presidio Pharmaceuticals,operating
OrthoFi,operating
Guomai,operating
Adaptive Technologies,operating
Tapulous,operating
Bio2 Technologies,operating
Autogrid,operating
Lean Startup Machine,closed
Meraki,operating
Tissue Analytics,operating
StyleFactory,operating
The Online Backup Company,closed
Lizhi,operating
PBworks,operating
Riglobe (Revolution Wireless Global),closed
Pattypets,operating
Urjakart.com,operating
Earnix,operating
Celerica,operating
PowerCell Sweden,operating
Square1 Energy,operating
Molecular Biometrics,operating
Morningside Analytics,closed
PUSH Wellness,operating
LINKD,operating
CFRA,operating
Nimbix,operating
Searcheeze,operating
Compare88,operating
Vow,closed
Onex Communications,operating
GuardiCore,closed
BitX,operating
Kenshoo,operating
TradeSync,operating
SmApper Technologies,operating
Travel Appeal,operating
Campus Shift,operating
Orchestream,closed
Diabetes Care Group,operating
Nimbic,operating
Temicom,closed
Heartbeat,operating
Coda Automotive,operating
EuDecido,operating
Maintenance Assistant,operating
Three Rings,closed
Lendino,closed
Vanilla Breeze,operating
cortical.io,operating
Ventus Medical,operating
GlobalLab,closed
Belmont,operating
DFine,closed
MiserWare,operating
Plazes,operating
Acacia Pharma,operating
Lionical,operating
Analytics For Life,closed
Goodmail Systems,operating
Haozu.com,operating
Sutus,operating
Loffles,operating
VNG,operating
ThirdSpaceLearning,operating
Ubisense,operating
Digital Assent,operating
CodePicnic,closed
Growth Street,operating
Dealer Inspire,operating
Tophatter,operating
SavvyCard,operating
Dtex Systems,operating
earthmine,operating
AxioMx,operating
Phenom,operating
DaVinci Home Health Services,operating
Video Furnace,operating
Ark,operating
Payveris,operating
Ludesi,closed
WhereNet,operating
XACCT Technologies,operating
Jambo App,operating
MightyFingers,operating
Mitrol,operating
Doochoo,operating
SchoolStatus,operating
Eden Project,closed
LingoMotors,closed
Further,closed
VisOps Inc.,operating
ZillionTV,operating
Wireless Dynamics,operating
InfluxDB,operating
Transporeon,operating
CampusKudos,operating
Agenda Beleza,operating
TTCP Energy Finance Fund II,operating
ISD Corporation,closed
PeerLogix,operating
Continuum Care,operating
TechProcess Solutions,operating
GetPromotd,operating
Orb,operating
PasajeBus,operating
HexAirbot,operating
Codabox,operating
Prime Genomics,operating
Naldo,operating
Replise,operating
Medical Simulation,operating
Scoop,operating
Riffyn,operating
Zuu Online,closed
PF Changs,operating
Given.to,closed
AchaLa,operating
SocialMeterTV,operating
Gurushots,operating
Confabb,operating
UserZoom,operating
Stagend.com,operating
CLARED,operating
Ecora,operating
Appcues,operating
OfferIQ,operating
Ematic Solutions,operating
Whereoscope,operating
Calypto Design Systems,operating
Kiosked,operating
CorMedix,operating
FamilyApp,operating
Signal Data,operating
King Cayuga Vodka,operating
LikeIt.com,operating
Ometria,operating
Foomanchew.com,operating
Predemtec GmbH,operating
Essential Viewing,operating
Brainient,operating
Pieris AG,closed
FoxyTunes,closed
Octonius,operating
Mornin' Glory,operating
The Sea App,closed
Coguan Group,operating
eMar,operating
Abeome Corporation,operating
Scotrenewables Tidal Power,operating
Incline Therapeutics,operating
SkyDesks,operating
Ailvxing net,operating
InterviewJet,operating
Fairchild Industrial Products Company,operating
Poxel,operating
Genee,operating
VAL-PM Solutions,operating
TeleFun,operating
SpotBanks,closed
Cantargia,closed
BBB Technologies,operating
GenSight,operating
Amiare,closed
Local Market Launch,operating
Stamp.it,operating
Leap4Life Global,operating
SumAll,operating
Xenome,operating
CoupFlip,operating
Netkey,operating
Nickis.com,operating
Logz.io,operating
Matcherino,closed
Texxi,operating
Typesafe,closed
NY Slice,operating
Tandoorired gourmet chicken restaurant,operating
LionsGate Technologies (LGTmedical),operating
OneShift,operating
Healthy Humans,operating
Jaxtr,operating
Stronghold Technology,operating
Tails.com,operating
Applied Bioresearch,operating
Emida,operating
Catarizm,operating
EveryScreenMedia,operating
Immunicon (Now VERIDEX a Johnson & Johnson Co.),operating
Jolt,operating
Groopie,operating
Chimani,closed
Good Greens,operating
Conkwest,operating
Comparisim,operating
ConvertMedia,operating
Progeniq,operating
MenoGeniX,operating
CalReply,operating
CoPatient,operating
Softec Internet,operating
GiveMeSport,closed
Stimatix GI,closed
RoommateFit,operating
SquadMail,operating
Nordic Consumer Portals,operating
LeCab,operating
Provus Lab,operating
UCROO,operating
Blue Frog Robotics,operating
Little Black Bag,operating
Bellicum Pharmaceuticals,operating
"nCrowd, Inc.",operating
POPRAGEOUS,operating
infibond,operating
Emergent One,operating
TimePoints,operating
HiringSolved,operating
Hopela,operating
CurrencySpot,operating
DigiWidgets,closed
Image Space Media,operating
Burning Glass Technologies,operating
Edgewood Ave,operating
Sun BioPharma,operating
Stewart Group Holdings,operating
Panorics,operating
"Blink, Inc.",operating
Valor Capital Partners,operating
Shanghai Credit Information Services,operating
BlogHer,closed
Phantom Pay,operating
W. W. Norton & Company,operating
Sokanu,operating
Rowbot Systems,closed
TastyNow.com,operating
Fabelio,operating
"Entytle, Inc.",operating
Adept Cloud,operating
Huitongda,operating
Engana Pty,operating
S.A.C,operating
Laclede Group,operating
"Unitive, Inc",operating
CircleBack,operating
ChaoWIFI,operating
Spark,operating
Coach.me,operating
AppAnalytics,operating
Dekko,operating
Innovative Steam Technologies,operating
Merfac,operating
Ranovus,operating
Comfort Line,closed
Vubiquity,operating
Uvize,operating
3DMGAME,closed
Jibe Mobile,operating
Cutover,closed
International Telematics,operating
ComHear,operating
Glopho,operating
Stratfor,closed
3Nod,closed
American Dental Partners,operating
Baravento,operating
TeamDynamix,operating
AirDroids,operating
Cathartic.co,closed
Like.fm,operating
Remedy Pharmaceuticals,operating
Afferent Pharmaceuticals,operating
Cyphort,operating
Carboneyed,operating
Accompany,operating
MEPS Real-Time,operating
LearnZillion,operating
Unreel,closed
TheLocker,operating
Dogeo,closed
Keepy robot,operating
GramVaani,operating
Lumetrics,operating
Stockezy,closed
Sazze,operating
StudyCloud,closed
FoodFan,closed
Hireology,operating
Newswired,operating
Innara Health,operating
Shopatron,operating
Proonto,operating
Rebound Technologies,operating
Birdland Software,operating
E Ink Holdings,operating
Ostrovok,closed
Stemedica Cell Technologies,operating
Airgain,operating
Verxigo,closed
Stage One Film Pty Ltd,operating
G.I. Windows,operating
Reffpedia,operating
Phase Eight,operating
Planana,operating
Clicktivated,operating
High Tower Software,operating
"Ben Jen Online, LLC",operating
Arena Pharmaceuticals,operating
QX Corporation,operating
PACE Mechanical,operating
Stylesight,closed
SURECORE,operating
SandForce,operating
Neotropix,operating
Muse Robotics,operating
MobileVeda,operating
Birch Communications,operating
Apax Solutions,operating
DigitalPersona,closed
"LiftForward, Inc.",operating
EasyCopay,operating
HRBoss,closed
GOOM,operating
Broadcast.mobi,operating
Magenta ComputacÃ­on,operating
iDreamsky Technology,operating
CRISPR THERAPEUTICS,operating
Room,operating
"GLM.Co.,Ltd.",operating
Oxford BioTherapeutics,operating
TrovaGene,operating
